Time	First	Second	Third	Fourth	Fifth	Sixth	Seventh
9714.29 0.05 0.34 0.47 0.54 0.63 0.69 0.75
9728.57 0.06 0.31 0.46 0.51 0.56 0.61 0.68
9742.86 0.07 0.30 0.43 0.53 0.58 0.66 0.74
9757.14 0.02 0.31 0.46 0.52 0.58 0.61 0.71
9771.43 0.06 0.32 0.46 0.53 0.59 0.67 0.75
9785.71 0.04 0.31 0.45 0.52 0.60 0.67 0.73
9800.00 0.04 0.31 0.42 0.50 0.58 0.65 0.76
9814.29 0.03 0.28 0.44 0.53 0.61 0.64 0.73
9828.57 0.03 0.32 0.50 0.56 0.61 0.67 0.73
9842.86 0.04 0.37 0.56 0.64 0.71 0.78 0.88
9857.14 0.03 0.22 0.34 0.40 0.45 0.52 0.57
9871.43 0.07 0.30 0.40 0.49 0.55 0.61 0.67
9885.71 0.06 0.30 0.40 0.46 0.52 0.59 0.66
9900.00 0.03 0.32 0.42 0.49 0.54 0.63 0.70
9914.29 0.04 0.32 0.43 0.50 0.55 0.61 0.72
9928.57 0.04 0.29 0.40 0.47 0.54 0.61 0.69
9942.86 0.03 0.28 0.39 0.48 0.50 0.56 0.60
9957.14 0.03 0.25 0.41 0.49 0.53 0.59 0.63
9971.43 0.03 0.29 0.37 0.43 0.47 0.52 0.59
9985.71 0.05 0.35 0.48 0.52 0.59 0.65 0.73
10000.00 0.04 0.28 0.38 0.45 0.52 0.59 0.65
10014.30 0.04 0.37 0.47 0.53 0.57 0.63 0.70
10028.60 0.03 0.34 0.44 0.51 0.56 0.62 0.72
10042.90 0.04 0.39 0.51 0.56 0.60 0.64 0.68
10057.10 0.05 0.29 0.40 0.49 0.52 0.55 0.60
10071.40 0.04 0.32 0.42 0.45 0.52 0.59 0.63
10085.70 0.07 0.36 0.47 0.52 0.56 0.61 0.65
10100.00 0.06 0.38 0.47 0.52 0.57 0.63 0.69
10114.30 0.02 0.32 0.44 0.49 0.53 0.58 0.65
10128.60 0.07 0.36 0.46 0.52 0.54 0.61 0.68
10142.90 0.06 0.33 0.42 0.47 0.53 0.57 0.62
10157.10 0.03 0.26 0.37 0.40 0.45 0.50 0.59
10171.40 0.04 0.32 0.39 0.46 0.52 0.59 0.64
10185.70 0.04 0.35 0.44 0.49 0.55 0.59 0.66
10200.00 0.07 0.30 0.40 0.44 0.47 0.53 0.59
10214.30 0.03 0.31 0.41 0.45 0.50 0.55 0.63
10228.60 0.07 0.31 0.35 0.38 0.41 0.47 0.53
10242.90 0.04 0.30 0.39 0.42 0.46 0.49 0.56
10257.10 0.05 0.29 0.39 0.41 0.47 0.53 0.57
10271.40 0.04 0.31 0.38 0.43 0.47 0.55 0.63
10285.70 0.06 0.33 0.44 0.49 0.53 0.56 0.61
10300.00 0.05 0.32 0.44 0.49 0.54 0.59 0.65
10314.30 0.04 0.31 0.41 0.48 0.52 0.59 0.66
10328.60 0.04 0.30 0.43 0.46 0.49 0.54 0.60
10342.90 0.06 0.29 0.38 0.42 0.46 0.52 0.57
10357.10 0.06 0.37 0.47 0.52 0.56 0.59 0.67
10371.40 0.04 0.29 0.37 0.41 0.45 0.49 0.56
10385.70 0.03 0.28 0.41 0.46 0.49 0.56 0.62
10400.00 0.04 0.29 0.38 0.43 0.47 0.54 0.62
10414.30 0.05 0.32 0.41 0.46 0.51 0.55 0.63
10428.60 0.05 0.32 0.38 0.42 0.47 0.53 0.57
10442.90 0.06 0.31 0.41 0.47 0.52 0.57 0.62
10457.10 0.00 0.13 0.43 0.49 0.53 0.60 0.65
10471.40 0.04 0.33 0.41 0.43 0.48 0.54 0.61
10485.70 0.04 0.35 0.43 0.47 0.52 0.59 0.67
10500.00 0.07 0.32 0.40 0.46 0.53 0.60 0.66
10514.30 0.04 0.29 0.37 0.43 0.49 0.54 0.60
10528.60 0.03 0.26 0.35 0.39 0.44 0.52 0.59
10542.90 0.04 0.37 0.44 0.49 0.54 0.60 0.68
10557.10 0.06 0.35 0.46 0.48 0.55 0.64 0.70
10571.40 0.04 0.29 0.38 0.43 0.51 0.56 0.62
10585.70 0.00 0.16 0.38 0.45 0.51 0.57 0.66
10600.00 0.04 0.29 0.38 0.44 0.47 0.54 0.58
10614.30 0.00 0.26 0.37 0.43 0.48 0.54 0.61
10628.60 0.07 0.35 0.43 0.49 0.53 0.58 0.65
10642.90 0.04 0.35 0.44 0.48 0.54 0.60 0.69
10657.10 0.06 0.32 0.42 0.45 0.48 0.54 0.60
10671.40 0.03 0.27 0.35 0.40 0.46 0.50 0.58
10685.70 0.03 0.35 0.47 0.50 0.54 0.58 0.65
10700.00 0.03 0.28 0.40 0.44 0.49 0.55 0.62
10714.30 0.05 0.31 0.43 0.49 0.52 0.56 0.63
10728.60 0.06 0.31 0.42 0.47 0.50 0.56 0.63
10742.90 0.06 0.31 0.40 0.43 0.46 0.50 0.54
10757.10 0.08 0.32 0.39 0.43 0.47 0.50 0.54
10771.40 0.05 0.30 0.39 0.43 0.46 0.52 0.61
10785.70 0.06 0.32 0.41 0.48 0.51 0.55 0.59
10800.00 0.06 0.32 0.40 0.47 0.49 0.53 0.63
10814.30 0.06 0.26 0.34 0.38 0.42 0.46 0.53
10828.60 0.04 0.25 0.33 0.40 0.45 0.50 0.54
10842.90 0.05 0.33 0.41 0.44 0.52 0.56 0.62
10857.10 0.03 0.28 0.36 0.40 0.44 0.50 0.58
10871.40 0.06 0.28 0.35 0.41 0.48 0.53 0.62
10885.70 0.07 0.33 0.40 0.45 0.49 0.55 0.62
10900.00 0.04 0.30 0.38 0.46 0.49 0.55 0.58
10914.30 0.04 0.29 0.37 0.41 0.44 0.49 0.59
10928.60 0.03 0.31 0.37 0.44 0.47 0.53 0.58
10942.90 0.04 0.37 0.43 0.47 0.53 0.59 0.65
10957.10 0.05 0.31 0.36 0.40 0.44 0.48 0.54
10971.40 0.03 0.24 0.31 0.38 0.46 0.52 0.58
10985.70 0.06 0.26 0.32 0.36 0.38 0.42 0.47
11000.00 0.04 0.32 0.41 0.44 0.51 0.55 0.60
11014.30 0.03 0.27 0.34 0.38 0.41 0.46 0.53
11028.60 0.06 0.35 0.44 0.47 0.50 0.55 0.63
11042.90 0.04 0.25 0.33 0.37 0.41 0.46 0.51
11057.10 0.06 0.28 0.38 0.40 0.44 0.48 0.58
11071.40 0.04 0.31 0.39 0.43 0.48 0.52 0.56
11085.70 0.06 0.28 0.32 0.36 0.40 0.46 0.52
11100.00 0.04 0.27 0.34 0.37 0.41 0.48 0.55
11114.30 0.02 0.21 0.26 0.30 0.34 0.39 0.49
11128.60 0.04 0.29 0.34 0.37 0.40 0.45 0.50
11142.90 0.04 0.28 0.34 0.35 0.40 0.44 0.47
11157.10 0.04 0.26 0.31 0.34 0.40 0.45 0.50
11171.40 0.07 0.28 0.33 0.35 0.39 0.45 0.50
11185.70 0.04 0.21 0.28 0.32 0.36 0.42 0.49
11200.00 0.06 0.32 0.41 0.45 0.47 0.51 0.56
11214.30 0.04 0.29 0.34 0.36 0.40 0.45 0.52
11228.60 0.04 0.28 0.34 0.37 0.39 0.44 0.52
11242.90 0.06 0.28 0.34 0.37 0.40 0.45 0.52
11257.10 0.04 0.26 0.33 0.36 0.40 0.43 0.54
11271.40 0.03 0.29 0.38 0.42 0.47 0.50 0.54
11285.70 0.04 0.27 0.34 0.36 0.40 0.43 0.48
11300.00 0.04 0.28 0.37 0.42 0.44 0.48 0.56
11314.30 0.06 0.28 0.37 0.39 0.41 0.45 0.49
11328.60 0.05 0.26 0.32 0.37 0.40 0.47 0.52
11342.90 0.04 0.34 0.41 0.43 0.47 0.52 0.58
11357.10 0.05 0.29 0.35 0.38 0.43 0.48 0.53
11371.40 0.05 0.24 0.33 0.37 0.40 0.47 0.54
11385.70 0.04 0.29 0.37 0.39 0.42 0.51 0.58
11400.00 0.07 0.26 0.36 0.40 0.43 0.51 0.57
11414.30 0.03 0.26 0.33 0.37 0.42 0.46 0.53
11428.60 0.06 0.36 0.43 0.47 0.51 0.55 0.63
