Time	First	Second	Third	Fourth	Fifth	Sixth	Seventh
4500.00 80191046.45 6476334.51 2329617.18 1135517.75 629221.04 405558.32 273964.17
4514.29 71280930.18 6806338.82 2336311.48 1100712.61 652311.72 404037.48 266786.07
4528.57 71280930.18 6600086.13 2302839.97 1172498.21 667705.51 415697.28 277254.13
4542.86 71280930.18 6393833.44 2235896.95 1126816.46 640766.38 407586.11 274562.34
4557.14 26730348.82 5940077.51 2142176.71 1070258.11 613827.25 395926.31 262897.93
4571.43 71280930.18 6352582.90 2108705.20 1065907.46 598433.47 378690.08 265589.72
4585.71 115831511.54 6476334.51 2048456.48 1028927.00 560911.11 354863.53 241064.54
4600.00 80191046.45 6352582.90 2269368.46 1057206.18 606130.36 382745.66 262598.84
4614.29 89101162.72 6641336.67 2195731.13 1046329.57 581115.45 362974.70 247943.55
4628.57 89101162.72 6765088.28 2490280.43 1133342.43 630183.15 403530.53 270674.20
4642.86 62370813.91 6352582.90 2289451.36 1083310.04 588812.35 373113.65 252130.78
4657.14 106921395.27 6517585.05 2229202.64 1033277.64 565721.67 357398.27 246149.03
4671.43 89101162.72 6847589.36 2336311.48 1059381.50 557062.66 343710.68 231194.65
4685.71 62370813.91 6311332.36 2443420.32 1089836.00 578229.12 358412.16 235980.05
4700.00 53460697.63 7301345.28 2229202.64 1015875.07 560911.11 354863.53 241961.80
4714.29 62370813.91 6600086.13 2356394.39 1055030.86 603244.02 367537.23 245849.94
4728.57 71280930.18 6476334.51 2235896.95 1035452.97 554176.33 342696.78 232391.00
4742.86 115831511.54 6352582.90 2235896.95 963667.36 532047.76 336106.46 226409.25
4757.14 98011278.99 7012591.51 2215814.04 1000647.82 543593.10 337627.30 224016.55
4771.43 106921395.27 6558835.59 2255979.85 1035452.97 548403.66 339655.09 228502.86
4785.71 115831511.54 5651323.75 2142176.71 987595.90 545517.32 341175.94 232690.09
4800.00 142561860.36 6393833.44 2356394.39 1061556.82 554176.33 339655.09 220128.41
4814.29 80191046.45 6105079.67 2168953.92 978894.61 530123.54 326981.39 218632.98
4828.57 62370813.91 5981328.05 2061845.09 957141.40 523388.75 321911.92 217735.71
4842.86 98011278.99 5403820.52 2102010.90 1002823.14 543593.10 333571.72 217137.54
4857.14 89101162.72 7012591.51 2329617.18 1081134.71 567645.89 344217.62 225511.99
4871.43 53460697.63 5651323.75 2008290.67 959316.72 515691.86 318363.28 209361.26
4885.71 80191046.45 6022578.59 2162259.62 957141.40 522426.64 320391.07 208464.00
4900.00 89101162.72 6723837.74 2162259.62 985420.57 534934.09 319377.18 204276.78
4914.29 98011278.99 6971340.97 2282757.06 1031102.32 531085.65 319377.18 212651.23
4928.57 106921395.27 5816325.90 2189036.83 968018.00 534934.09 312279.91 203379.51
4942.86 71280930.18 6558835.59 2249285.55 1013699.75 548403.66 338641.20 224315.64
4957.14 53460697.63 6558835.59 2369782.99 1089836.00 564759.56 339655.09 223119.29
4971.43 62370813.91 6063829.13 2189036.83 952790.75 509919.19 307717.37 201884.08
4985.71 62370813.91 7012591.51 2329617.18 1046329.57 563797.44 336613.40 219829.33
5000.00 71280930.18 6311332.36 2316228.57 1039803.61 552252.10 332050.87 221324.76
5014.29 71280930.18 6187580.74 2122093.81 954966.08 514729.75 315828.54 203379.51
5028.57 89101162.72 6641336.67 2195731.13 1013699.75 537820.43 323939.71 214744.84
5042.86 53460697.63 4867563.52 1968124.86 961492.04 528199.31 317856.33 209660.35
5057.14 89101162.72 6311332.36 2202425.43 1015875.07 556100.55 326474.45 209660.35
5071.43 44550581.36 4826312.98 1934653.35 926686.90 507994.97 302140.95 199790.46
5085.71 53460697.63 5651323.75 2041762.18 959316.72 516653.97 306703.48 202781.34
5100.00 62370813.91 5568822.67 2142176.71 981069.93 517616.08 312279.91 209062.18
5114.29 35640465.09 6600086.13 2343005.78 1065907.46 578229.12 335092.56 215642.10
5128.57 53460697.63 5775075.36 2061845.09 959316.72 502222.30 302140.95 196799.59
5142.86 98011278.99 6641336.67 2316228.57 1035452.97 564759.56 336613.40 220427.50
5157.14 44550581.36 6146330.21 2175648.23 1002823.14 533009.87 318363.28 208464.00
5171.43 44550581.36 6971340.97 2376477.29 1094186.64 565721.67 336613.40 216838.45
5185.71 106921395.27 6641336.67 2242591.25 1046329.57 554176.33 326474.45 212651.23
5200.00 62370813.91 6847589.36 2269368.46 1083310.04 548403.66 321911.92 208464.00
5214.29 44550581.36 7177593.66 2282757.06 994121.86 526275.09 316842.44 211155.79
5228.57 89101162.72 6641336.67 2255979.85 996297.18 530123.54 315321.59 208164.91
5242.86 80191046.45 6930090.43 2329617.18 1028927.00 540706.76 331036.98 214744.84
5257.14 44550581.36 6600086.13 2443420.32 1087660.68 581115.45 354863.53 229101.04
5271.43 106921395.27 7425096.89 2403254.50 1089836.00 588812.35 349287.10 227904.69
5285.71 71280930.18 8250107.66 2510363.34 1115939.86 609978.81 361960.80 227306.51
5300.00 98011278.99 6517585.05 2356394.39 1098537.28 576304.90 345738.47 221324.76
5314.29 115831511.54 6105079.67 2202425.43 1074608.75 572456.45 342696.78 216240.28
5328.57 89101162.72 7878852.81 2717886.71 1226881.24 628258.93 371592.81 238671.84
5342.86 98011278.99 8126356.04 2563917.76 1170322.89 621524.15 365509.44 236877.31
5357.14 133651744.08 6600086.13 2309534.27 1070258.11 557062.66 335599.51 218932.06
5371.43 62370813.91 6765088.28 2436726.01 1076784.07 573418.56 337120.35 218632.98
5385.71 71280930.18 6723837.74 2537140.55 1118115.18 594585.02 358412.16 234484.61
5400.00 53460697.63 5733824.82 2202425.43 1076784.07 591698.68 353342.69 229998.30
5414.29 53460697.63 5898826.98 2255979.85 1002823.14 549365.77 331036.98 213847.58
5428.57 98011278.99 5403820.52 2122093.81 1018050.39 565721.67 342696.78 222222.03
5442.86 89101162.72 6435083.97 2061845.09 1000647.82 553214.22 336613.40 216838.45
5457.14 71280930.18 6517585.05 2041762.18 935388.18 514729.75 312279.91 206071.30
5471.43 17820232.54 4950064.60 1861016.02 878829.83 479131.62 298592.31 201884.08
5485.71 106921395.27 4537559.21 1633409.74 817920.83 449306.15 283890.82 188425.14
5500.00 44550581.36 5362569.98 1700352.77 839674.04 471434.72 298592.31 195005.06
5514.29 133651744.08 5898826.98 1981513.46 911459.65 495487.52 301127.05 203379.51
5528.57 62370813.91 4290055.98 1512912.30 804868.90 434874.48 275272.71 186032.44
5542.86 71280930.18 4743811.90 1680269.86 820096.15 456040.94 276793.55 186032.44
5557.14 44550581.36 4743811.90 1566466.72 752661.19 431026.03 261078.17 171377.15
5571.43 124741627.81 5445071.06 1640104.05 728732.65 432950.26 270203.23 183041.56
5585.71 53460697.63 5280068.90 1566466.72 748310.55 417556.47 255501.74 169283.54
5600.00 106921395.27 4702561.37 1432580.68 663473.01 398314.24 241814.15 165096.31
5614.29 124741627.81 4620060.29 1466052.19 728732.65 408897.46 254487.85 167489.01
5628.57 71280930.18 4661310.83 1492829.40 704804.12 385806.78 242828.04 163301.79
5642.86 124741627.81 5403820.52 1673575.56 763537.80 409859.58 254487.85 167489.01
5657.14 17820232.54 4578809.75 1445969.28 635193.84 357905.55 234716.88 158815.47
5671.43 106921395.27 5321319.44 1620021.14 709154.76 387731.01 240800.25 163600.87
5685.71 80191046.45 4578809.75 1358943.35 596038.05 339625.42 220522.34 149543.76
5700.00 53460697.63 5486321.59 1773990.09 759187.15 414670.13 261585.12 177059.81
5714.29 89101162.72 5156317.29 1593243.93 687401.55 368488.77 233196.03 157320.03
5728.57 35640465.09 4702561.37 1472746.49 652596.41 355981.32 219508.44 148646.50
5742.86 53460697.63 5197567.83 1439274.98 661297.69 355981.32 225084.87 149244.67
5757.14 98011278.99 4578809.75 1452663.58 624317.23 337701.20 213932.01 145057.45
5771.43 133651744.08 5898826.98 1599938.23 711330.08 375223.56 225591.82 147151.06
5785.71 62370813.91 5403820.52 1479440.79 619966.59 318458.97 197202.73 132495.77
5800.00 44550581.36 4908814.06 1539689.51 630843.19 330966.42 210383.38 137879.35
5814.29 35640465.09 4991315.13 1466052.19 611265.30 315572.63 193654.10 132196.68
5828.57 71280930.18 4496308.67 1405803.47 602564.02 324231.64 195174.94 131897.60
5842.86 98011278.99 5362569.98 1566466.72 639544.48 334814.86 199737.47 133692.12
5857.14 115831511.54 5073816.21 1626715.44 648245.76 343473.87 199737.47 129205.81
5871.43 115831511.54 5073816.21 1519606.61 606914.66 319421.08 192133.25 125317.67
5885.71 98011278.99 5527572.13 1586549.63 617791.26 323269.52 196188.84 128607.63
5900.00 44550581.36 5486321.59 1539689.51 637369.16 330004.31 190105.46 128009.46
5914.29 133651744.08 5445071.06 1606632.54 628667.87 319421.08 186556.83 122027.71
5928.57 35640465.09 4578809.75 1566466.72 619966.59 317496.85 187570.72 127411.28
5942.86 35640465.09 5115066.75 1506218.00 611265.30 306913.63 183515.14 116943.22
5957.14 124741627.81 5362569.98 1466052.19 611265.30 302103.07 182501.24 118438.66
5971.43 53460697.63 5280068.90 1640104.05 672174.30 343473.87 200751.37 129504.90
5985.71 115831511.54 4991315.13 1419192.07 582986.12 290557.73 173883.13 113055.08
6000.00 62370813.91 4496308.67 1318777.54 587336.77 304989.40 178445.66 114849.61
6014.29 62370813.91 4867563.52 1439274.98 619966.59 318458.97 186556.83 119934.10
6028.57 8910116.27 4785062.44 1546383.82 624317.23 308837.85 178445.66 116345.04
6042.86 89101162.72 5362569.98 1499523.70 617791.26 307875.74 176417.87 112157.82
6057.14 80191046.45 5403820.52 1539689.51 606914.66 304027.29 177431.76 113354.17
6071.43 106921395.27 5486321.59 1660186.95 650421.09 326155.86 188584.62 117840.48
6085.71 98011278.99 5280068.90 1466052.19 606914.66 299216.73 173376.18 112456.91
6100.00 71280930.18 5238818.36 1546383.82 624317.23 307875.74 177431.76 116045.96
6114.29 53460697.63 5568822.67 1753907.19 676524.94 346360.20 193654.10 121429.53
6128.57 62370813.91 4125053.83 1405803.47 593862.73 308837.85 172362.29 107970.59
6142.86 89101162.72 5610073.21 1606632.54 630843.19 310762.07 174390.08 111559.64
6157.14 26730348.82 4950064.60 1519606.61 656947.05 326155.86 182501.24 114251.43
6171.43 133651744.08 5651323.75 1593243.93 661297.69 319421.08 177431.76 112456.91
6185.71 89101162.72 5197567.83 1526300.91 630843.19 318458.97 179966.50 113952.34
6200.00 80191046.45 4702561.37 1512912.30 626492.55 309799.96 172869.23 107970.59
6214.29 80191046.45 5445071.06 1693658.46 720031.37 345398.09 193654.10 122625.88
6228.57 26730348.82 4578809.75 1472746.49 641719.80 313648.41 178445.66 112755.99
6242.86 71280930.18 4867563.52 1439274.98 578635.48 279974.50 158167.74 97801.62
6257.14 53460697.63 4248805.44 1318777.54 598213.37 306913.63 174390.08 108568.77
6271.43 71280930.18 4125053.83 1345554.75 602564.02 308837.85 176417.87 108269.68
6285.71 80191046.45 5073816.21 1640104.05 680875.58 337701.20 188584.62 114550.52
6300.00 35640465.09 4661310.83 1439274.98 635193.84 319421.08 178952.61 109466.03
6314.29 26730348.82 4496308.67 1372331.96 576460.16 291519.84 165771.96 103783.37
6328.57 80191046.45 4991315.13 1432580.68 602564.02 303065.18 165771.96 103185.19
6342.86 71280930.18 4290055.98 1439274.98 626492.55 302103.07 172869.23 108867.86
6357.14 115831511.54 5238818.36 1579855.33 637369.16 310762.07 175403.97 111559.64
6371.43 71280930.18 4537559.21 1526300.91 637369.16 318458.97 176417.87 109466.03
6385.71 80191046.45 4908814.06 1506218.00 624317.23 315572.63 174897.03 107970.59
6400.00 124741627.81 5032565.67 1579855.33 678700.26 333852.75 186049.88 115447.78
6414.29 187112441.72 4826312.98 1466052.19 630843.19 308837.85 174390.08 106774.24
6428.57 106921395.27 4661310.83 1285306.03 537304.37 279012.39 161209.43 101689.76
6442.86 106921395.27 4661310.83 1479440.79 593862.73 295368.29 169827.55 104680.63
6457.14 89101162.72 4620060.29 1425886.38 600388.69 316534.74 176924.82 110961.47
6471.43 80191046.45 4661310.83 1466052.19 622141.91 301140.96 172362.29 105278.81
6485.71 62370813.91 4908814.06 1399109.17 567758.87 276126.05 159181.64 100194.32
6500.00 106921395.27 5816325.90 1599938.23 648245.76 324231.64 184022.09 115447.78
6514.29 98011278.99 5816325.90 1633409.74 687401.55 332890.64 191626.31 120831.36
6528.57 98011278.99 6022578.59 1680269.86 659122.37 322307.41 181487.35 113354.17
6542.86 80191046.45 5197567.83 1586549.63 641719.80 316534.74 185542.93 114251.43
6557.14 98011278.99 4991315.13 1459357.89 578635.48 289595.62 170334.49 106176.07
6571.43 53460697.63 4867563.52 1499523.70 624317.23 308837.85 176417.87 110662.38
6585.71 133651744.08 4908814.06 1512912.30 604739.34 298254.62 169827.55 105876.98
6600.00 106921395.27 5197567.83 1586549.63 617791.26 295368.29 171855.34 105876.98
6614.29 115831511.54 5032565.67 1472746.49 582986.12 296330.40 170334.49 106475.16
6628.57 89101162.72 5197567.83 1546383.82 630843.19 308837.85 184022.09 115148.69
6642.86 71280930.18 5032565.67 1593243.93 602564.02 305951.51 172869.23 105876.98
6657.14 98011278.99 5280068.90 1526300.91 600388.69 315572.63 183515.14 115148.69
6671.43 62370813.91 4578809.75 1506218.00 598213.37 310762.07 173376.18 109466.03
6685.71 89101162.72 5486321.59 1412497.77 522077.13 263618.60 151070.47 98100.71
6700.00 151471976.63 5321319.44 1599938.23 637369.16 319421.08 179966.50 113653.26
6714.29 106921395.27 5238818.36 1459357.89 574284.84 273239.72 157660.80 99895.23
6728.57 53460697.63 5362569.98 1599938.23 650421.09 315572.63 183008.19 115148.69
6742.86 62370813.91 4785062.44 1365637.66 565583.55 295368.29 163237.22 104381.54
6757.14 115831511.54 4908814.06 1452663.58 559057.59 282860.83 160195.54 100194.32
6771.43 89101162.72 4207554.91 1372331.96 554706.95 276126.05 162223.33 104979.72
6785.71 98011278.99 4537559.21 1345554.75 552531.62 278050.28 159181.64 100493.41
6800.00 115831511.54 5032565.67 1499523.70 613440.62 304027.29 172362.29 108568.77
6814.29 115831511.54 4372557.06 1392414.86 589512.09 292481.95 169827.55 106774.24
6828.57 80191046.45 4496308.67 1285306.03 550356.30 285747.17 169320.60 106774.24
6842.86 80191046.45 5486321.59 1539689.51 619966.59 299216.73 166785.86 106475.16
6857.14 62370813.91 4991315.13 1492829.40 587336.77 293444.06 166785.86 104979.72
6871.43 71280930.18 5115066.75 1532995.21 617791.26 304027.29 170841.44 105278.81
6885.71 115831511.54 5403820.52 1539689.51 609089.98 302103.07 172869.23 108269.68
6900.00 80191046.45 4991315.13 1325471.84 541655.02 271315.49 159181.64 101689.76
6914.29 133651744.08 5115066.75 1412497.77 578635.48 280936.61 158674.69 99895.23
6928.57 71280930.18 4207554.91 1238445.91 526427.77 261694.38 147521.84 93315.31
6942.86 106921395.27 4743811.90 1546383.82 617791.26 300178.84 171348.39 107073.33
6957.14 71280930.18 5197567.83 1512912.30 630843.19 308837.85 170841.44 106176.07
6971.43 89101162.72 5156317.29 1526300.91 611265.30 313648.41 179459.56 112157.82
6985.71 62370813.91 4413807.60 1305388.94 537304.37 275163.94 162223.33 103783.37
7000.00 89101162.72 4207554.91 1198280.10 495973.27 246300.59 137889.83 88230.82
7014.29 44550581.36 4372557.06 1298694.63 532953.73 275163.94 157660.80 100194.32
7028.57 98011278.99 4042552.75 1265223.12 541655.02 272277.61 159181.64 100194.32
7042.86 98011278.99 5321319.44 1445969.28 565583.55 283822.95 160195.54 103783.37
7057.14 80191046.45 4908814.06 1358943.35 554706.95 273239.72 156139.95 99596.14
7071.43 80191046.45 4578809.75 1345554.75 543830.34 287671.39 165771.96 101689.76
7085.71 115831511.54 4413807.60 1385720.56 554706.95 281898.72 162730.28 102287.93
7100.00 133651744.08 4950064.60 1318777.54 548180.98 287671.39 163744.17 103783.37
7114.29 89101162.72 4166304.37 1064394.06 452466.84 237641.59 141438.46 90025.34
7128.57 80191046.45 4537559.21 1345554.75 526427.77 256883.82 155633.00 98997.97
7142.86 151471976.63 4372557.06 1258528.82 511200.52 260732.27 151070.47 97203.44
7157.14 62370813.91 4455058.14 1338860.45 519901.80 264580.71 157153.85 103185.19
7171.43 71280930.18 4496308.67 1184891.50 482921.34 255921.71 151577.42 94511.66
7185.71 80191046.45 4042552.75 1097865.57 450291.52 231868.91 136875.93 89427.17
7200.00 133651744.08 3630047.37 1131337.08 478570.70 244376.37 145494.05 97502.53
7214.29 35640465.09 4743811.90 1271917.42 495973.27 250149.04 145494.05 93315.31
7228.57 124741627.81 5197567.83 1292000.33 504674.55 245338.48 144480.15 94511.66
7242.86 89101162.72 5280068.90 1265223.12 500323.91 256883.82 150056.58 98698.88
7257.14 71280930.18 4578809.75 1171502.89 461168.13 244376.37 142959.31 92717.13
7271.43 106921395.27 5280068.90 1292000.33 509025.20 254959.60 147521.84 94212.57
7285.71 80191046.45 4413807.60 1251834.52 498148.59 250149.04 147014.89 92418.04
7300.00 62370813.91 4578809.75 1245140.22 511200.52 253035.37 145494.05 95708.01
7314.29 53460697.63 3547546.29 1178197.19 465518.77 231868.91 142959.31 93913.48
7328.57 124741627.81 5115066.75 1345554.75 504674.55 245338.48 141945.41 90623.52
7342.86 53460697.63 4496308.67 1298694.63 509025.20 253035.37 148535.73 94511.66
7357.14 62370813.91 4207554.91 1318777.54 532953.73 262656.49 155633.00 101091.58
7371.43 98011278.99 4083803.29 1158114.29 474220.06 231868.91 140424.57 91221.69
7385.71 106921395.27 4455058.14 1191585.80 472044.73 242452.14 135862.04 87333.56
7400.00 151471976.63 4455058.14 1305388.94 511200.52 249186.93 150056.58 95708.01
7414.29 89101162.72 4166304.37 1251834.52 482921.34 233793.14 134848.14 89128.08
7428.57 106921395.27 4867563.52 1338860.45 509025.20 247262.70 149549.63 95408.92
7442.86 53460697.63 4785062.44 1345554.75 519901.80 250149.04 143973.20 93016.22
7457.14 124741627.81 5238818.36 1372331.96 491622.63 238603.70 135862.04 86735.38
7471.43 44550581.36 3547546.29 1077782.66 406785.09 203005.56 117104.96 80155.46
7485.71 98011278.99 4702561.37 1211668.70 463343.45 223209.91 127243.92 82249.07
7500.00 62370813.91 5115066.75 1265223.12 478570.70 240527.92 134848.14 88230.82
7514.29 160382092.90 4042552.75 1077782.66 435064.27 203005.56 113049.38 74173.70
7528.57 115831511.54 4537559.21 1191585.80 441590.24 216475.13 121667.50 77463.67
7542.86 35640465.09 4042552.75 1151419.98 432888.95 209740.35 121667.50 79557.28
7557.14 62370813.91 4331306.52 1251834.52 474220.06 238603.70 138903.72 88230.82
7571.43 80191046.45 4743811.90 1184891.50 467694.09 225134.13 131806.45 83744.51
7585.71 71280930.18 4867563.52 1158114.29 432888.95 210702.46 120146.65 78959.10
7600.00 115831511.54 4867563.52 1258528.82 511200.52 234755.25 134341.19 84043.59
7614.29 98011278.99 4620060.29 1158114.29 463343.45 227058.36 132313.40 86137.21
7628.57 89101162.72 4785062.44 1425886.38 537304.37 257845.93 143466.26 91819.87
7642.86 89101162.72 4620060.29 1151419.98 456817.48 221285.69 124709.18 78360.93
7657.14 62370813.91 4785062.44 1164808.59 445940.88 212626.68 121667.50 78660.02
7671.43 89101162.72 4166304.37 1178197.19 448116.20 214550.90 122174.44 73575.53
7685.71 178202325.45 4826312.98 1278611.73 482921.34 233793.14 131299.51 80454.54
7700.00 160382092.90 5156317.29 1225057.31 461168.13 222247.80 126230.03 79557.28
7714.29 133651744.08 5032565.67 1278611.73 487271.98 234755.25 135862.04 85539.03
7728.57 133651744.08 4331306.52 1071088.36 426362.99 209740.35 116598.02 74173.70
7742.86 106921395.27 4867563.52 1138031.38 422012.34 199157.12 116091.07 73575.53
7757.14 71280930.18 5197567.83 1365637.66 511200.52 246300.59 138396.78 87931.73
7771.43 98011278.99 4908814.06 1305388.94 480746.02 229944.69 128764.77 81351.81
7785.71 115831511.54 5280068.90 1345554.75 502499.23 240527.92 134341.19 83445.42
7800.00 133651744.08 4331306.52 1178197.19 452466.84 217437.24 122681.39 78061.84
7814.29 62370813.91 4125053.83 1124642.78 435064.27 210702.46 117611.91 73874.62
7828.57 89101162.72 4661310.83 1251834.52 472044.73 228982.58 126230.03 81052.72
7842.86 133651744.08 4248805.44 1117948.47 445940.88 212626.68 115584.12 73276.44
7857.14 106921395.27 3836300.06 1131337.08 426362.99 209740.35 114063.28 71781.00
7871.43 44550581.36 4702561.37 1238445.91 491622.63 227058.36 125723.08 81052.72
7885.71 115831511.54 4455058.14 1285306.03 489447.30 235717.36 130792.56 82548.16
7900.00 80191046.45 3753798.99 1037616.85 387207.20 191460.22 109500.75 69089.22
7914.29 71280930.18 4867563.52 1238445.91 480746.02 232831.03 131806.45 82249.07
7928.57 142561860.36 4455058.14 1191585.80 465518.77 226096.24 128764.77 81052.72
7942.86 142561860.36 4908814.06 1285306.03 513375.84 246300.59 140931.52 86735.38
7957.14 106921395.27 4166304.37 1091171.26 432888.95 211664.57 117104.96 73276.44
7971.43 35640465.09 4290055.98 1124642.78 406785.09 193384.45 108993.80 71182.83
7985.71 89101162.72 4248805.44 1164808.59 428538.31 206854.01 119132.76 73874.62
8000.00 133651744.08 4496308.67 1151419.98 454642.16 225134.13 127750.87 80454.54
8014.29 98011278.99 4743811.90 1218363.01 448116.20 219361.46 123695.29 79557.28
8028.57 80191046.45 4125053.83 1091171.26 411135.74 202043.45 116598.02 74472.79
8042.86 98011278.99 4661310.83 1138031.38 413311.06 198195.01 113556.33 72379.18
8057.14 98011278.99 4042552.75 1238445.91 461168.13 221285.69 125723.08 79557.28
8071.43 62370813.91 4537559.21 1218363.01 450291.52 211664.57 119639.70 75370.05
8085.71 106921395.27 4785062.44 1251834.52 474220.06 224172.02 129271.71 80753.63
8100.00 53460697.63 4331306.52 1178197.19 430713.63 207816.12 117611.91 74472.79
8114.29 80191046.45 5156317.29 1198280.10 450291.52 214550.90 125216.13 79856.37
8128.57 124741627.81 5403820.52 1432580.68 537304.37 252073.26 140931.52 90922.61
8142.86 62370813.91 4083803.29 1178197.19 456817.48 215513.02 123188.34 78959.10
8157.14 80191046.45 4785062.44 1258528.82 476395.38 227058.36 128257.82 82548.16
8171.43 89101162.72 4702561.37 1231751.61 465518.77 226096.24 129778.66 78959.10
8185.71 98011278.99 4620060.29 1198280.10 437239.59 211664.57 120653.60 74771.88
8200.00 115831511.54 4743811.90 1251834.52 456817.48 218399.35 124709.18 80753.63
8214.29 89101162.72 3795049.52 1077782.66 415486.38 209740.35 123188.34 77164.58
8228.57 115831511.54 4826312.98 1325471.84 472044.73 230906.80 129271.71 81052.72
8242.86 133651744.08 4620060.29 1292000.33 458992.81 220323.57 124709.18 81949.98
8257.14 106921395.27 4785062.44 1131337.08 413311.06 205891.90 118118.86 75370.05
8271.43 89101162.72 5032565.67 1292000.33 469869.41 228982.58 126736.97 79258.19
8285.71 115831511.54 4743811.90 1138031.38 422012.34 197232.89 113049.38 70584.65
8300.00 89101162.72 4620060.29 1218363.01 454642.16 223209.91 127750.87 80753.63
8314.29 124741627.81 5073816.21 1332166.14 487271.98 232831.03 130792.56 83445.42
8328.57 98011278.99 4537559.21 1158114.29 435064.27 208778.23 122174.44 75968.23
8342.86 142561860.36 4125053.83 1077782.66 417661.70 199157.12 109500.75 69388.30
8357.14 133651744.08 4496308.67 1084476.96 402434.45 192422.34 108993.80 66995.60
8371.43 124741627.81 5156317.29 1225057.31 441590.24 213588.79 120146.65 76566.40
8385.71 80191046.45 4413807.60 1104559.87 435064.27 207816.12 120653.60 77762.75
8400.00 89101162.72 4743811.90 1104559.87 413311.06 196270.78 109500.75 70584.65
8414.29 98011278.99 4578809.75 1131337.08 413311.06 203005.56 115077.17 72678.27
8428.57 124741627.81 5032565.67 1332166.14 495973.27 236679.47 139917.62 87632.64
8442.86 62370813.91 4207554.91 1071088.36 400259.13 187611.78 111528.54 69986.48
8457.14 71280930.18 4578809.75 1131337.08 435064.27 206854.01 116598.02 75370.05
8471.43 89101162.72 4455058.14 1084476.96 417661.70 203005.56 112542.43 70883.74
8485.71 53460697.63 3671297.91 937202.31 361103.35 178952.77 100375.68 64004.73
8500.00 106921395.27 4001302.21 1030922.54 413311.06 202043.45 112542.43 72977.35
8514.29 35640465.09 3588796.83 984062.43 371979.95 178952.77 105445.16 67892.87
8528.57 106921395.27 4290055.98 1117948.47 408960.41 196270.78 117611.91 76267.32
8542.86 98011278.99 3960051.68 943896.61 369804.63 193384.45 109500.75 71182.83
8557.14 89101162.72 4372557.06 1131337.08 448116.20 222247.80 127243.92 81351.81
8571.43 98011278.99 3671297.91 930508.01 369804.63 189536.00 107979.90 68790.13
8585.71 133651744.08 4702561.37 1178197.19 411135.74 206854.01 121667.50 77463.67
8600.00 62370813.91 4785062.44 1117948.47 419837.02 198195.01 115077.17 72977.35
8614.29 98011278.99 4578809.75 1104559.87 417661.70 202043.45 115584.12 75370.05
8628.57 53460697.63 3093790.37 702901.73 287142.42 147203.09 87701.99 59219.33
8642.86 62370813.91 4248805.44 1030922.54 382856.56 187611.78 110007.69 71182.83
8657.14 106921395.27 4042552.75 977368.13 367629.31 187611.78 112542.43 74771.88
8671.43 98011278.99 4620060.29 1117948.47 415486.38 199157.12 118118.86 79258.19
8685.71 133651744.08 3877550.60 950590.92 369804.63 177990.66 103417.37 66995.60
8700.00 133651744.08 3671297.91 950590.92 382856.56 191460.22 113556.33 72678.27
8714.29 89101162.72 4413807.60 1057699.75 413311.06 199157.12 115077.17 78959.10
8728.57 80191046.45 4826312.98 1010839.64 376330.59 187611.78 113049.38 74173.70
8742.86 89101162.72 3795049.52 970673.82 361103.35 178952.77 106966.01 72678.27
8757.14 142561860.36 4908814.06 1184891.50 448116.20 228020.47 129778.66 84641.77
8771.43 80191046.45 3588796.83 963979.52 369804.63 190498.11 112035.49 75669.14
8785.71 80191046.45 3588796.83 1037616.85 400259.13 197232.89 123695.29 79258.19
8800.00 133651744.08 4372557.06 984062.43 363278.67 177990.66 104938.22 69388.30
8814.29 106921395.27 4248805.44 1051005.45 417661.70 197232.89 115584.12 72379.18
8828.57 98011278.99 3588796.83 903730.80 345876.10 173180.10 101389.58 69089.22
8842.86 124741627.81 3588796.83 930508.01 352402.06 187611.78 105952.11 68191.95
8857.14 71280930.18 4083803.29 970673.82 361103.35 175104.33 101896.53 66995.60
8871.43 115831511.54 3588796.83 930508.01 352402.06 172217.99 98347.89 65500.17
8885.71 160382092.90 3671297.91 890342.20 328473.52 155862.09 91250.62 61911.12
8900.00 106921395.27 3877550.60 923813.71 350226.74 167407.43 95813.15 65201.08
8914.29 71280930.18 4248805.44 1117948.47 398083.81 187611.78 104938.22 69986.48
8928.57 44550581.36 4042552.75 1004145.33 352402.06 166445.32 97334.00 62210.20
8942.86 44550581.36 3217541.99 870259.29 328473.52 152975.76 89222.83 57125.72
8957.14 115831511.54 4248805.44 910425.10 334999.49 159710.54 89222.83 59817.50
8971.43 106921395.27 4826312.98 1091171.26 382856.56 179914.88 105445.16 66995.60
8985.71 80191046.45 3836300.06 903730.80 352402.06 162596.87 91757.57 59219.33
9000.00 115831511.54 4496308.67 1164808.59 404609.77 193384.45 109500.75 68191.95
9014.29 80191046.45 4785062.44 1104559.87 411135.74 201081.34 112035.49 71182.83
9028.57 124741627.81 3918801.14 950590.92 341525.45 173180.10 100375.68 63705.64
9042.86 98011278.99 4248805.44 977368.13 376330.59 174142.21 98854.84 63107.47
9057.14 80191046.45 3547546.29 977368.13 361103.35 169331.66 94292.31 59817.50
9071.43 80191046.45 4125053.83 1091171.26 389382.52 185687.55 105445.16 66995.60
9085.71 71280930.18 3423794.68 930508.01 339350.13 164521.10 96320.10 59817.50
9100.00 106921395.27 3795049.52 937202.31 348051.42 165483.21 95306.21 58621.15
9114.29 115831511.54 4166304.37 1024228.24 361103.35 169331.66 95306.21 60116.59
